"ActionKey","Feature","Kind","Context","AdminGrantable","Status","Gate","Risk","DatabaseRisk","Requires","Screens","Guard","CurrentScope"
"shopping.wishlist.archive","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX31-S01","Owner manual records; không checkout/payment/provider write; ngoài Trash, chưa Archived; Owner manual records; không checkout/payment/provider write","true"
"shopping.wishlist.unarchive","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX31-S01","Owner manual records; không checkout/payment/provider write; Archived, khôi phục previous state; Owner manual records; không checkout/payment/provider write","true"
"shopping.wishlist.trash","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX31-S01","Owner manual records; không checkout/payment/provider write; preview aggregate, không purge; Owner manual records; không checkout/payment/provider write","true"
"shopping.wishlist.restore","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX31-S01","Owner manual records; không checkout/payment/provider write; đúng deletion cohort, parent hợp lệ; Owner manual records; không checkout/payment/provider write","true"
"shopping.wishlist.purge","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX31-S01","Owner manual records; không checkout/payment/provider write; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Owner manual records; không checkout/payment/provider write","true"
"shopping.comparison.read","FX-31","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S02","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.comparison.create","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S02","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.comparison.update","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","shopping.comparison.read","FX31-S02","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.comparison.members","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S02","2–4 products; same-unit comparison, unknown không0; xóa container không xóa product; Owner manual records; không checkout/payment/provider write","true"
"shopping.comparison.criteria","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S02","2–4 products; same-unit comparison, unknown không0; xóa container không xóa product; Owner manual records; không checkout/payment/provider write","true"
"shopping.comparison.remove","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S02","2–4 products; same-unit comparison, unknown không0; xóa container không xóa product; Owner manual records; không checkout/payment/provider write","true"
"shopping.order.read","FX-31","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S03","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.order.create","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S04","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.order.update","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","shopping.order.read","FX31-S04","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.order.transition","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S04","Order graph FX-31, history; không tự hoàn tiền hoặc write Finance; Owner manual records; không checkout/payment/provider write","true"
"shopping.order.return","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S04","Order graph FX-31, history; không tự hoàn tiền hoặc write Finance; Owner manual records; không checkout/payment/provider write","true"
"shopping.order.trash","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX31-S03","Owner manual records; không checkout/payment/provider write; preview aggregate, không purge; Owner manual records; không checkout/payment/provider write","true"
"shopping.order.restore","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX31-S03","Owner manual records; không checkout/payment/provider write; đúng deletion cohort, parent hợp lệ; Owner manual records; không checkout/payment/provider write","true"
"shopping.order.purge","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX31-S03","Owner manual records; không checkout/payment/provider write; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Owner manual records; không checkout/payment/provider write","true"
"shopping.order.history","FX-31","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Sensitive","Sensitive","","FX31-S04","Owner-only history, cùng owner/module; không share/support; Owner manual records; không checkout/payment/provider write","true"
"shopping.seller.read","FX-31","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S05","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.seller.create","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S05","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.seller.update","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","shopping.seller.read","FX31-S05","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.seller.merge","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S05","Explicit preview references; không tự merge theo tên; Owner manual records; không checkout/payment/provider write","true"
"shopping.warranty.read","FX-31","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S06","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.warranty.create","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S06","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.warranty.update","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","shopping.warranty.read","FX31-S06","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.warranty.evidence","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S06","files.reference.attach/detach + Clean + own record; Owner manual records; không checkout/payment/provider write","true"
"shopping.purchase.create_asset","FX-31","COMPOSITE","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","assets.asset.create","FX31-S07","Preview mapped fields; same owner; idempotent source link; không auto-create trước Save; Owner manual records; không checkout/payment/provider write","true"
